Id,Full Name,Birth date,Birth Place,Role,Batting Style,Bowling Style,Fielding Style
51898,Anthony Hollis Gray,23-May-63,"Belmont, Port of Spain, Trinidad",NA,Right-hand bat,Right-arm fast,NA
51220,Winston Keithroy Matthew Benjamin,31-Dec-64,"All Saints, Antigua",NA,Right-hand bat,Right-arm fast,NA
52066,Carl Llewellyn Hooper,15-Dec-66,"Georgetown, Demerara, Guyana",NA,Right-hand bat,Right-arm offbreak,NA
52934,Philip Verant Simmons,18-Apr-63,"Arima, Trinidad",NA,Right-hand bat,Right-arm medium,NA
51107,Curtly Elconn Lynwall Ambrose,21-Sep-63,"Swetes Village, Antigua",Bowler,Left-hand bat,Right-arm fast,NA
51110,Keith Lloyd Thomas Arthurton,21-Feb-65,"Charlestown, Nevis",Batsman,Left-hand bat,Slow left-arm orthodox,NA
51226,Ian Raphael Bishop,24-Oct-67,"Belmont, Port-of-Spain, Trinidad",Bowler,Right-hand bat,Right-arm fast,NA
52437,Ezra Alphonsa Moseley,5-Jan-58,"Waldrons Village, Christ Church, Barbados",NA,Right-hand bat,Right-arm fast-medium,NA
52337,Brian Charles Lara,2-May-69,"Cantaro, Santa Cruz, Trinidad",Batsman,Left-hand bat,Legbreak googly,NA
51105,Ian Basil Alston Allen,2-Oct-65,NA,NA,Right-hand bat,Right-arm fast-medium,NA
25635,Clayton Benjamin Lambert,10-Feb-62,"Islington, West Bank, Berbice, British Guiana",NA,Left-hand bat,Right-arm offbreak,NA
51100,James Clive Adams,9-Jan-68,"Port Maria, St Mary, Jamaica",Allrounder,Left-hand bat,Slow left-arm orthodox,Wicketkeeper
51218,Kenneth Charlie Griffith Benjamin,8-Apr-67,NA,NA,Right-hand bat,Right-arm fast,NA
53230,David Williams,4-Nov-63,"Penal, Trinidad",NA,Right-hand bat,Legbreak,Wicketkeeper
52442,Junior Randalph Murray,20-Jan-68,"St Georges, Grenada",NA,Right-hand bat,DNB,Wicketkeeper
51488,Anderson Cleophas Cummins,7-May-66,"Packers Valley, Christ Church, Barbados",Allrounder,Right-hand bat,Right-arm fast-medium,NA
51469,Shivnarine Chanderpaul,16-Aug-74,"Unity Village, East Coast, Demerara, Guyana",Batsman,Left-hand bat,Legbreak,NA
53234,Stuart Clayton Williams,12-Aug-69,"Government Road, Nevis",Batsman,Right-hand bat,Right-arm medium,NA
51487,Cameron Eustace Cuffy,8-Feb-70,"South Rivers, St Vincent",NA,Right-hand bat,Right-arm fast,NA
51649,Rajindra Dhanraj,6-Feb-69,"Barrackpore, Trinidad",NA,Right-hand bat,Legbreak googly,NA
51462,Sherwin Legay Campbell,1-Nov-70,"Belleplaine, St Andrew, Barbados",NA,Right-hand bat,Right-arm medium,NA
51232,Courtney Oswald Browne,7-Dec-70,"Lambeth, London, England",Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
51885,Ottis Delroy Gibson,16-Mar-69,"Sion Hill, St Peter, Barbados",Allrounder,Right-hand bat,Right-arm fast,NA
52922,Robert George Samuels,13-Mar-71,"Kingston, Jamaica",NA,Left-hand bat,DNB,NA
53130,Patterson Ian Chesterfield Thompson,26-Sep-71,"Pine Garden, St Michael, Barbados",NA,Right-hand bat,Right-arm fast-medium,NA
51905,Adrian Frank Gordon Griffith,19-Nov-71,"Holders Hill, St James, Barbados",NA,Left-hand bat,Right-arm medium,NA
52059,Roland Irwin Christopher Holder,22-Dec-67,"Port of Spain, Trinidad",NA,Right-hand bat,Right-arm medium,NA
52821,Franklyn Albert Rose,1-Feb-72,"Chalky Hill, St Ann, Jamaica",NA,Right-hand bat,Right-arm fast,NA
51651,Mervyn Dillon,5-Jun-74,"Mission Village, Toco, Trinidad",Bowler,Right-hand bat,Right-arm fast-medium,NA
52808,Floyd Lamonte Reifer,23-Jul-72,"Parish Land, Christ Church, Barbados",Batsman,Left-hand bat,Right-arm medium,Occasional wicketkeeper
52343,Rawl Nicholas Lewis,5-Sep-74,"Union Village, Grenada",Allrounder,Right-hand bat,Legbreak googly,NA
53214,Philo Alphonso Wallace,2-Aug-70,"Haynesville, Barbados",NA,Right-hand bat,Right-arm medium,NA
52430,Nixon Alexei McNamara McLean,20-Jul-73,"Stubbs, St Vincent",Bowler,Left-hand bat,Right-arm fast,NA
52805,Dinanath Ramnarine,4-Jun-75,"Chaguanus, Trinidad",NA,Left-hand bat,Legbreak googly,NA
52199,Ridley Detamore Jacobs,26-Nov-67,"Swetes Village, Antigua",Wicketkeeper batsman,Left-hand bat,DNB,Wicketkeeper
51872,Daren Ganga,14-Jan-79,"Barrackpore, Trinidad",Batsman,Right-hand bat,Right-arm offbreak,NA
52294,Reon Dane King,6-Oct-75,"Good Fortune, West Coast, Demerara, Guyana",NA,Right-hand bat,Right-arm fast-medium,NA
51479,Pedro Tyrone Collins,12-Aug-76,"Boscobelle, St Peter, Barbados",Bowler,Right-hand bat,Left-arm fast-medium,NA
52204,David Rolston Emmanuel Joseph,15-Nov-69,Antigua,Bowler,Right-hand bat,Right-arm medium-fast,NA
52803,Suruj Ragoonath,22-Mar-68,"Chaguanus, Trinidad",NA,Right-hand bat,Right-arm offbreak,NA
52675,Nehemiah Odolphus Perry,16-Jun-68,Jamaica,NA,Right-hand bat,Right-arm offbreak,NA
52819,Lincoln Abraham Roberts,4-Sep-74,"Accord, Tobago",NA,Right-hand bat,Right-arm medium,NA
51481,Corey Dalanelo Collymore,21-Dec-77,"Boscobelle, St Peter, Barbados",Bowler,Right-hand bat,Right-arm fast-medium,NA
52681,Ricardo Lloyd Powell,16-Dec-78,"St Elizabeth, Jamaica",Batsman,Right-hand bat,Right-arm offbreak,NA
51880,Christopher Henry Gayle,21-Sep-79,"Kingston, Jamaica",Allrounder,Left-hand bat,Right-arm offbreak,NA
52057,Wavell Wayne Hinds,7-Sep-76,"Kingston, Jamaica",Batsman,Left-hand bat,Right-arm medium,NA
52969,Ramnaresh Ronnie Sarwan,23-Jun-80,"Wakenaam Island, Essequibo, Guyana",Batsman,Right-hand bat,Legbreak,NA
52630,Mahendra Veeren Nagamootoo,9-Oct-75,"Whim, Berbice, Guyana",Allrounder,Left-hand bat,Legbreak googly,NA
51228,Marlon Ian Black,7-Jun-75,Trinidad,NA,Right-hand bat,Right-arm fast-medium,NA
52983,Marlon Nathaniel Samuels,5-Feb-81,"Kingston, Jamaica",Top-order batsman,Right-hand bat,Right-arm offbreak,NA
52960,Colin Ellsworth Laurie Stuart,28-Sep-73,"Georgetown, Demerara, Guyana",NA,Right-hand bat,Right-arm fast-medium,NA
52428,Neil Christopher McGarrell,12-Jul-72,"Georgetown, Demerara, Guyana",Bowler,Right-hand bat,Slow left-arm orthodox,NA
51877,Leon Vivian Garrick,11-Nov-76,"St Ann, Jamaica",NA,Right-hand bat,Right-arm medium,Wicketkeeper
52055,NA,17-Feb-81,"Holders Hill, St James, Barbados",NA,Left-hand bat,Slow left-arm orthodox,NA
52957,Adam Sanford,12-Jul-75,Dominica,NA,Right-hand bat,Right-arm fast-medium,NA
52790,Daren Brent Lyle Powell,15-Apr-78,Jamaica,NA,Right-hand bat,Right-arm fast-medium,NA
51244,Gareth Rohan Breese,9-Jan-76,"Montego Bay, St James, Jamaica",NA,Right-hand bat,Right-arm offbreak,NA
52413,Jermaine Jay Charles Lawson,13-Jan-82,"Spanish Town, St Catherine, Jamaica",Bowler,Right-hand bat,Right-arm fast-medium,NA
51655,Vasbert Conniel Drakes,5-Aug-69,"Springhead, St Andrew, Barbados",NA,Right-hand bat,Right-arm fast,NA
52962,Devon Sheldon Smith,21-Oct-81,"Hermitage, Sauters, St Patrick, Grenada",Opening batsman,Left-hand bat,Right-arm offbreak,NA
51446,Carlton Seymour Baugh,23-Jun-82,"Kingston, Jamaica",Wicketkeeper,Right-hand bat,Legbreak googly,Wicketkeeper
51300,David Eddison Bernard,19-Jul-81,"Kingston, Jamaica",NA,Right-hand bat,Right-arm medium-fast,NA
51258,Omari Ahmed Clemente Banks,17-Jul-82,Anguilla,Allrounder,Right-hand bat,Right-arm offbreak,NA
51436,Tino la Bertram Best,26-Aug-81,"3rd Avenue, Richmond Gap, St. Michael, Barbados",Bowler,Right-hand bat,Right-arm fast,NA
53191,Jerome Everton Taylor,22-Jun-84,"St Elizabeth, Jamaica",Bowler,Right-hand bat,Right-arm fast,NA
51782,Fidel Henderson Edwards,6-Feb-82,"Gays, St Peter, Barbados",Bowler,Right-hand bat,Right-arm fast,NA
52490,Dave Mohammed,8-Oct-79,"Princes Street, Trinidad",NA,Left-hand bat,Slow left-arm chinaman,NA
53118,Dwayne Romel Smith,12-Apr-83,"Storey Gap, Codrington Hill, St Michael, Barbados",Allrounder,Right-hand bat,Right-arm medium,NA
51439,Dwayne John Bravo,7-Oct-83,"Santa Cruz, Trinidad",Allrounder,Right-hand bat,Right-arm medium,NA
52206,Sylvester Cleofoster Joseph,5-Sep-78,"New Winthorpes, Antigua",NA,Right-hand bat,Right-arm offbreak,NA
51659,Narsingh Deonarine,16-Aug-83,"Albion, Berbice, Guyana",Batsman,Left-hand bat,Right-arm offbreak,NA
52794,Donovan Jomo Pagon,13-Sep-82,"Kingston, Jamaica",Batsman,Right-hand bat,DNB,NA
53355,Dwight Marlon Washington,5-Mar-83,"Montego Bay, Jamaica",Bowler,Right-hand bat,Right-arm fast,NA
52626,Xavier Melbourne Marshall,27-Mar-86,Jamaica,Opening batsman,Right-hand bat,Right-arm offbreak,NA
52445,Runako Shakur Morton,22-Jul-78,Nevis,Batsman,Right-hand bat,DNB,NA
52917,Denesh Ramdin,13-Mar-85,"Couva, Trinidad",Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
52913,Ryan Rakesh Ramdass,3-Jul-83,"Ogle, East Coast, Guyana",Opening batsman,Right-hand bat,Right-arm offbreak,Occasional wicketkeeper
51246,Ian David Russell Bradshaw,9-Jul-74,"Hopewell, Christ Church, Barbados",Bowler,Left-hand bat,Left-arm fast-medium,NA
53115,Daren Julius Garvey Sammy,20-Dec-83,"Micoud, St Lucia",Allrounder,Right-hand bat,Right-arm medium,NA
52687,Brenton Anthony Parchment,24-Jun-82,"St Elizabeth, Jamaica",Bowler,Right-hand bat,Right-arm offbreak,NA
51248,Sulieman Jamaal Benn,22-Jul-81,"Haynesville, St James, Barbados",Bowler,Left-hand bat,Slow left-arm orthodox,NA
51492,Sewnarine Chattergoon,3-Apr-81,"Fyrish, West Bank, Berbice, Guyana",NA,Left-hand bat,Legbreak,NA
52277,Amit Sheldon Jaggernauth,16-Nov-83,Trinidad,Bowler,Left-hand bat,Right-arm offbreak,NA
51431,Lionel Sionne Baker,6-Sep-84,Montserrat,Bowler,Left-hand bat,Right-arm medium-fast,NA
6950,Brendan Paul Nash,14-Dec-77,"Attadale, Western Australia",Middle-order batsman,Left-hand bat,Left-arm medium,NA
53116,Lendl Mark Platter Simmons,25-Jan-85,"Port of Spain, Trinidad",Top-order batsman,Right-hand bat,Right-arm medium-fast,Occasional wicketkeeper
51194,Ryan Anthony Austin,15-Nov-81,"Arima, Trinidad",Bowler,Right-hand bat,Right-arm offbreak,NA
51660,Travis Montague Dowlin,24-Feb-77,"Guyhock Gardens, Georgetown, Demerara, Guyana",Batsman,Right-hand bat,Right-arm offbreak,NA
52622,NA,16-May-82,"St. Elizabeth, Jamaica",Bowler,Right-hand bat,Slow left-arm orthodox,NA
315585,Omar Jamel Phillips,12-Oct-86,"Boscobel, St Peter, Barbados",Opening batsman,Left-hand bat,DNB,NA
52833,Dale Maurice Richards,16-Jul-76,"Isolation Road, Belleplaine, St Andrew, Barbados",Batsman,Right-hand bat,Right-arm medium,NA
230553,Kemar Andre Jamal Roach,30-Jun-88,"St. Lucy, Barbados",Bowler,Right-hand bat,Right-arm fast-medium,NA
315586,Chadwick Antonio Kirkpatrick Walton,3-Jul-85,Jamaica,Top-order batsman,Right-hand bat,DNB,Occasional wicketkeeper
274926,Adrian Boris Barath,14-Apr-90,"Chaguanas, Trinidad",Opening batsman,Right-hand bat,Right-arm offbreak,NA
52912,Ravindranath Rampaul,15-Oct-84,"Preysal, Trinidad",Bowler,Left-hand bat,Right-arm fast-medium,NA
53153,Gavin Courtney Tonge,13-Jan-83,Antigua,Bowler,Right-hand bat,Right-arm fast-medium,NA
230552,Nelon Troy Pascal,25-Apr-87,NA,Bowler,Right-hand bat,Right-arm fast,NA
52997,Shane Shillingford,22-Feb-83,Dominica,Bowler,Right-hand bat,Right-arm offbreak,NA
329087,Brandon Jeremy Bess,13-Dec-87,Guyana,Bowler,Right-hand bat,Right-arm fast-medium,NA
277472,Darren Michael Bravo,6-Feb-89,Trinidad,Top-order batsman,Left-hand bat,Right-arm medium,Occasional wicketkeeper
276298,Andre Dwayne Russell,29-Apr-88,Jamaica,Allrounder,Right-hand bat,Right-arm fast,NA
341593,Devendra Bishoo,6-Nov-85,"New Amsterdam, Berbice, Guyana",Bowler,Left-hand bat,Legbreak,NA
348024,Kraigg Clairmonte Brathwaite,1-Dec-92,"Black Rock, St Michael, Barbados",Opening batsman,Right-hand bat,Right-arm offbreak,NA
51786,Kirk Anton Edwards,3-Nov-84,Barbados,Batsman,Right-hand bat,Right-arm offbreak,NA
252932,Kieran Omar Akeem Powell,6-Mar-90,Nevis,Opening batsman,Left-hand bat,DNB,NA
446101,Shannon Terry Gabriel,28-Apr-88,Trinidad,Bowler,Right-hand bat,Right-arm fast,NA
51866,Assad Badyr Fudadin,1-Aug-85,Guyana,Top-order batsman,Left-hand bat,Right-arm medium-fast,NA
230558,Sunil Philip Narine,26-May-88,"Arima, Trinidad &amp; Tobago",Bowling allrounder,Left-hand bat,Right-arm offbreak,NA
274921,Veerasammy Permaul,11-Aug-89,Guyana,Bowler,Right-hand bat,Slow left-arm orthodox,NA
495551,Sheldon Shane Cottrell,19-Aug-89,Jamaica,Bowler,Right-hand bat,Left-arm fast-medium,NA
431909,Jermaine Blackwood,20-Nov-91,Jamaica,Middle-order batsman,Right-hand bat,Right-arm offbreak,NA
391485,Jason Omar Holder,5-Nov-91,Barbados,Bowling allrounder,Right-hand bat,Right-arm medium-fast,NA
52280,Leon Rayon Johnson,8-Aug-87,"Georgetown, Demerara",Middle-order batsman,Left-hand bat,Legbreak,NA
52796,Keon Kenroy Peters,24-Feb-82,St Vincent,Batsman,Right-hand bat,Left-arm medium,NA
581379,Shai Diego Hope,10-Nov-93,Barbados,Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
431905,Shane Omari Dowrich,30-Oct-91,Barbados,Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
316153,Rajendra Chandrika,8-Aug-89,"Demarara, Guyana",Opening batsman,Right-hand bat,Right-arm offbreak,NA
432214,Jomel Andrel Warrican,20-May-92,"Richmond Hill, St. Vincent",Bowler,Right-hand bat,Slow left-arm orthodox,NA
457249,Carlos Ricardo Brathwaite,18-Jul-88,Barbados,Allrounder,Right-hand bat,Right-arm fast-medium,NA
391832,Roston Lamar Chase,22-Mar-92,Barbados,Allrounder,Right-hand bat,Right-arm offbreak,NA
556749,Miguel Lamar Cummins,5-Sep-90,"St. Michael, Barbados",Bowler,Left-hand bat,Right-arm fast-medium,NA
670031,Alzarri Shaheim Joseph,20-Nov-96,Antigua,Bowler,Right-hand bat,Right-arm fast-medium,NA
670025,Shimron Odilon Hetmyer,26-Dec-96,"Cumberland, Berbice, Guyana",Top-order batsman,Left-hand bat,DNB,NA
399276,Vishaul Anthony Singh,12-Jan-89,Guyana,NA,Left-hand bat,Slow left-arm orthodox,NA
443150,Kyle Antonio Hope,20-Nov-88,Barbados,Middle-order batsman,Right-hand bat,Right-arm offbreak,NA
348054,Sunil Walford Ambris,23-Mar-93,"St Vincent, Windward Islands",Opening batsman,Right-hand bat,DNB,NA
450101,Raymon Anton Reifer,11-May-91,NA,Allrounder,Left-hand bat,Left-arm medium-fast,NA
677081,Keemo Mandela Angus Paul,21-Feb-98,Guyana,Allrounder,Right-hand bat,Right-arm fast-medium,NA
1086206,Shermon Hakim Lewis,21-Oct-95,"Mount Horne, St Andrew, Grenada",Bowler,Right-hand bat,Right-arm fast,NA
348026,John Dillon Campbell,21-Sep-93,NA,Opening batsman,Left-hand bat,Right-arm offbreak,NA
230555,Shamarh Shaqad Joshua Brooks,1-Oct-88,"St. Michael, Barbados",Top-order batsman,Right-hand bat,Legbreak,NA
494581,Rahkeem Rashawn Shane Cornwall,1-Feb-93,Antigua,Allrounder,Right-hand bat,Right-arm offbreak,NA
332937,Jahmar Neville Hamilton,22-Sep-90,St. Thomas,Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
52683,Milton Robert Pydanna,27-Jan-50,"New Amsterdam, West Bank, Berbice, British Guiana",NA,Right-hand bat,DNB,Wicketkeeper
51870,Richard Simeon Gabriel,5-Jun-52,"Point Fortin, Trinidad",NA,Right-hand bat,Right-arm offbreak,NA
52048,Robert Christopher Haynes,2-Nov-64,"Kingston, Jamaica",NA,Left-hand bat,Legbreak googly,NA
51278,Barrington St Aubyn Browne,16-Sep-67,"New Amsterdam, West Bank, Berbice, Guyana",NA,Right-hand bat,Right-arm fast,NA
51108,Hamish Arbeb Gervais Anthony,16-Jan-71,"Urlings Village, Antigua",Allrounder,Right-hand bat,Right-arm fast-medium,NA
53233,Laurie Rohan Williams,12-Dec-68,Jamaica,NA,Right-hand bat,Right-arm medium,NA
53132,Carl McArthur Tuckett,18-May-70,Nevis,NA,Right-hand bat,Right-arm fast-medium,NA
52928,Keith Fitzpatrick Semple,21-Aug-70,"Georgetown, Demerara, Guyana",NA,Right-hand bat,Right-arm medium,NA
51235,Henderson Ricardo Bryan,17-Mar-70,"Salmonds, St Lucy, Barbados",NA,Right-hand bat,Right-arm fast-medium,NA
52210,Kerry Clifford Bryan Jeremy,6-Feb-80,Antigua,Bowler,Right-hand bat,Right-arm fast-medium,NA
51251,Darrel Brown,18-Dec-73,"McBean, Trinidad",NA,Right-hand bat,Right-arm medium,NA
52076,NA,13-Sep-75,"Springhead, St Andrew, Barbados",NA,Right-hand bat,Right-arm offbreak,NA
51292,Deighton Kelvin Butler,14-Jul-74,"South Rivers, St Vincent",Bowler,Left-hand bat,Left-arm fast-medium,NA
51784,Rayad Ryan Emrit,8-Mar-81,"Mount Hope, St Joseph, Trinidad",Bowling allrounder,Right-hand bat,Right-arm medium-fast,NA
230559,Kieron Adrian Pollard,12-May-87,"Tacarigua, Trinidad",Allrounder,Right-hand bat,Right-arm medium,NA
52918,Austin Conroy Lenroy Richards,14-Nov-83,"Freetown, Antigua",Batsman,Left-hand bat,Right-arm medium,NA
51437,Patrick Anderson Browne,26-Jan-82,"Bayfield, St Philip, Barbados",Batsman,Right-hand bat,DNB,Wicketkeeper
51862,Andre David Stephon Fletcher,28-Nov-87,"La Tante, Grenada",Top-order batsman,Right-hand bat,DNB,Occasional wicketkeeper
51865,Shawn Eli Findlay,3-Mar-84,"Mandeville, Jamaica",Batsman,Left-hand bat,Right-arm medium,NA
248920,Devon Cuthbert Thomas,12-Nov-89,"Willikies, Antigua",Top-order batsman,Right-hand bat,Right-arm medium,Wicketkeeper
275943,Royston Tycho Crandon,31-May-83,"Courtland, Berbice",Batsman,Right-hand bat,Right-arm offbreak,NA
245373,Anthony Martin,18-Nov-82,"Bethesda, Antigua",Bowler,Right-hand bat,Legbreak,NA
52197,Danza Pacino Hyatt,17-Mar-83,"St Catherine, Jamaica",Allrounder,Right-hand bat,Right-arm medium,NA
230549,Jason Nazimuddin Mohammed,23-Sep-86,Trinidad,Middle-order batsman,Right-hand bat,Right-arm offbreak,NA
333066,Johnson Charles,14-Jan-89,St Lucia,Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
314615,Jonathan Lyndon Carter,16-Nov-87,Barbados,Batting allrounder,Left-hand bat,Right-arm medium,NA
431901,Evin Lewis,27-Dec-91,"Port of Spain, Trinidad",Opening batsman,Left-hand bat,DNB,NA
315594,Ashley Renaldo Nurse,22-Dec-88,"Gibbons, Christ Church, Barbados",Bowler,Right-hand bat,Right-arm offbreak,NA
820351,Rovman Powell,23-Jul-93,Jamaica,Middle-order batsman,Right-hand bat,Right-arm medium-fast,NA
450075,Kesrick Omari Kenal Williams,8-Jan-90,"Spring Village, St. Vincent and the Grenadines",Bowler,Right-hand bat,Right-arm fast-medium,NA
498440,Ronsford Rodwick Beaton,17-Sep-92,Montserrat,Bowler,Right-hand bat,Right-arm fast-medium,NA
530811,Chandrapaul Hemraj,3-Sep-93,Guyana,Opening batsman,Left-hand bat,Slow left-arm orthodox,NA
914567,Oshane Romaine Thomas,18-Feb-97,NA,Bowler,Left-hand bat,Right-arm fast,NA
906783,Obed  Christopher McCoy,4-Jan-97,NA,Bowler,Left-hand bat,Left-arm fast-medium,NA
670013,Fabian Anthony Allen,7-May-95,"Kingston, Jamaica",Bowling allrounder,Right-hand bat,Slow left-arm orthodox,NA
604302,Nicholas Pooran,2-Oct-95,Trinidad,Wicketkeeper batsman,Left-hand bat,DNB,Wicketkeeper
677077,Romario Shepherd,26-Nov-94,Guyana,Bowler,Right-hand bat,Right-arm medium-fast,NA
443263,Hayden Rashidi Walsh,23-Apr-92,"St. Croix, US Virgin Islands",Bowler,Left-hand bat,Legbreak googly,NA
670035,Brandon Alexander King,16-Dec-94,"Kingston, Jamaica",Top-order batsman,Right-hand bat,DNB,NA
581160,Khary Pierre,22-Sep-91,NA,Allrounder,Left-hand bat,Slow left-arm orthodox,NA
230557,William Keith Donald Perkins,8-Oct-86,Barbados,Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
330408,Christopher Dion Barnwell,6-Jan-87,NA,Allrounder,Right-hand bat,Right-arm medium-fast,NA
314650,Nkrumah Eljego Bonner,23-Jan-89,"St. Catherine, Jamaica",Allrounder,Right-hand bat,Legbreak,NA
51634,NA,9-May-83,Guyana,Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
252893,Miles Cameron Bascombe,12-Jan-86,NA,Batsman,Right-hand bat,DNB,NA
252940,Garey Earl Mathurin,23-Sep-83,"Mon Repos, St. Lucia",Allrounder,Left-hand bat,Slow left-arm orthodox,NA
314622,Krishmar Santokie,20-Dec-84,"Clarendon, Jamaica",Bowler,Left-hand bat,Left-arm medium,NA
51433,Samuel Badree,9-Mar-81,"Barrackpore, Trinidad",Bowler,Right-hand bat,Legbreak,NA
820691,Odean Fabian Smith,1-Nov-96,"St. Elizabeth, Jamaica",Bowler,Right-hand bat,Right-arm medium,NA
230556,Andre McIntosh McCarthy,8-Jun-87,"Kingston, Jamaica",Middle-order batsman,Right-hand bat,Right-arm offbreak,NA
914541,Sherfane Eviston Rutherford,15-Aug-98,NA,Middle-order batsman,Left-hand bat,Right-arm fast-medium,NA
55235,Kevin John Arnott,8-Mar-61,Salisbury (now Harare),NA,Right-hand bat,DNB,NA
55267,NA,5-Mar-63,"Port Shepstone, Natal, South Africa",NA,Right-hand bat,Right-arm fast-medium,NA
55279,Mark Greville Burmester,24-Jan-68,"Durban, Natal, South Africa",NA,Right-hand bat,Right-arm medium,NA
55301,Alistair Douglas Ross Campbell,23-Sep-72,Salisbury (now Harare),NA,Left-hand bat,Right-arm offbreak,NA
55321,Gary John Crocker,16-May-62,Bulawayo,NA,Left-hand bat,Left-arm medium-fast,NA
55427,Andrew Flower,28-Apr-68,"Cape Town, Cape Province, South Africa",NA,Left-hand bat,Right-arm offbreak,Wicketkeeper
55429,Grant William Flower,20-Dec-70,Salisbury (now Harare),NA,Right-hand bat,Slow left-arm orthodox,NA
55497,David Laud Houghton,23-Jun-57,Bulawayo,NA,Right-hand bat,Right-arm offbreak,Wicketkeeper
55525,Malcolm Peter Jarvis,6-Dec-55,"Fort Victoria (now Masvingo), Masvingo",NA,Right-hand bat,Left-arm medium-fast,NA
55700,Andrew John Pycroft,6-Jun-56,Salisbury (now Harare),NA,Right-hand bat,Right-arm offbreak,NA
55680,Ali Hassimshah Omarshah,7-Aug-59,Salisbury (now Harare),NA,Left-hand bat,Right-arm medium,NA
55265,David Hayden Brain,4-Oct-64,Salisbury (now Harare),NA,Right-hand bat,Left-arm fast-medium,NA
55271,Gavin Aubrey Briant,11-Apr-69,Salisbury (now Harare),NA,Right-hand bat,Right-arm offbreak,Wicketkeeper
55708,Ujesh Ranchod,17-May-69,Salisbury (now Harare),NA,Right-hand bat,Right-arm offbreak,NA
